"","ANALYTE_ACCESSION","GENE_SYMBOL","GENE_ALIASES","GENE_ID","GENETIC_NOMENCLATURE_ID","IMMUNOLOGY_SYMBOL","LINK","OFFICIAL_GENE_NAME","PROTEIN_ONTOLOGY_ID","PROTEIN_ONTOLOGY_NAME","PROTEIN_ONTOLOGY_SYNONYMS","PROTEIN_ONTOLOGY_SHORT_LABEL","TAXONOMY_ID","UNIPROT_ENTRY","UNIPROT_ENTRY_NAME"
"182","ANA237","TNFSF10","TL2;APO2L;CD253;TRAIL;Apo-2L;","8743","HGNC:11925","TRAIL","http://www.ncbi.nlm.nih.gov/gene/8743","tumor necrosis factor (ligand) superfamily, member 10","PR:P50591","tumor necrosis factor ligand superfamily member 10 (human)","CD253 (human);TNF-related apoptosis-inducing ligand (human);apo-2 ligand (human);apo-2L (human);hTNFSF10;protein TRAIL (human)","hTNFSF10",9606,"TNF10_HUMAN","Tumor necrosis factor ligand superfamily member 10"
"183","ANA238","TNFSF11","ODF;OPGL;sOdf;CD254;OPTB2;RANKL;TRANCE;hRANKL2;","8600","HGNC:11926","RANKL","http://www.ncbi.nlm.nih.gov/gene/8600","tumor necrosis factor (ligand) superfamily, member 11","PR:O14788","tumor necrosis factor ligand superfamily member 11 (human)","CD254 (human);ODF (human);TNF-related activation-induced cytokine (human);hTNFSF11;osteoclast differentiation factor (human);osteoprotegerin ligand (human);receptor activator of nuclear factor kappa-B ligand (human)","hTNFSF11",9606,"TNF11_HUMAN","Tumor necrosis factor ligand superfamily member 11, soluble form"
"184","ANA239","TNFSF12","APO3L;DR3LG;TWEAK;","8742","HGNC:11927","TNFSF12","http://www.ncbi.nlm.nih.gov/gene/8742","tumor necrosis factor (ligand) superfamily, member 12","PR:O43508","tumor necrosis factor ligand superfamily member 12 (human)","APO3 ligand (human);TNF-related weak inducer of apoptosis (human);TWEAK (human);hTNFSF12","hTNFSF12",9606,"TNF12_HUMAN","Tumor necrosis factor ligand superfamily member 12, secreted form"
"185","ANA24","CCL4","ACT2;G-26;HC21;LAG1;LAG-1;MIP1B;SCYA2;SCYA4;MIP1B1;AT744.1;MIP-1-beta;","6351","HGNC:10630","MIP1B","http://www.ncbi.nlm.nih.gov/gene/6351","chemokine (C-C motif) ligand 4","PR:P13236","C-C motif chemokine 4 (human)","ACT-2 (human);G-26 T-lymphocyte-secreted protein (human);HC21 (human);MIP-1-beta(1-69) (human);PAT 744 (human);SIS-gamma (human);T-cell activation protein 2 (human);hCCL4;protein H400 (human);small-inducible cytokine A4 (human)","hCCL4",9606,"CCL4_HUMAN","MIP-1-beta(3-69)"
"186","ANA240","TNFSF13","APRIL;CD256;TALL2;ZTNF2;TALL-2;TRDL-1;UNQ383/PRO715;","8741","HGNC:11928","TNFSF13","http://www.ncbi.nlm.nih.gov/gene/8741","tumor necrosis factor (ligand) superfamily, member 13","PR:000036365","tumor necrosis factor ligand superfamily member 13 (human)","A proliferation-inducing ligand (human);APRIL (human);CD256 (human);TALL-2 (human);TNF- and APOL-related leukocyte expressed ligand 2 (human);TNF-related death ligand 1 (human);TRDL-1 (human);hTNFSF13","hTNFSF13",9606,"TNF13_HUMAN","Tumor necrosis factor ligand superfamily member 13"
"187","ANA1106","CD96","-","10225","HGNC:16892","CD96","http://purl.obolibrary.org/obo/PR_P40200","CD96 molecule","PR:P40200","T-cell surface protein tactile (human)","T cell-activated increased late expression protein (human);cell surface antigen CD96 (human);hCD96","hCD96",9606,"TACT_HUMAN","T-cell surface protein tactile"
"188","ANA1107","Cd82","Kai1","12521","MGI:104651","Cd82","http://purl.obolibrary.org/obo/PR_P40237","CD82 antigen","PR:P40237","CD82 antigen (mouse)","C33 antigen (mouse);CD82 (mouse);IA4 (mouse);inducible membrane protein R2 (mouse);mCD82;metastasis suppressor Kangai-1 homolog (mouse)","mCD82",10090,"CD82_MOUSE","CD82 antigen"
"189","ANA1108","Cd9","-","12527","MGI:88348","Cd9","http://purl.obolibrary.org/obo/PR_P40240","CD9 antigen","PR:P40240","CD9 antigen (mouse)","CD9 (mouse);mCD9","mCD9",10090,"CD9_MOUSE","CD9 antigen"
"190","ANA1109","CD79B","B29;IGB","974","HGNC:1699","CD79b","http://purl.obolibrary.org/obo/PR_P40259","CD79b molecule","PR:P40259","B-cell antigen receptor complex-associated protein beta chain (human)","B-cell-specific glycoprotein B29 (human);CD79b (human);Ig-beta (human);hCD79B;immunoglobulin-associated B29 protein (human)","hCD79B",9606,"CD79B_HUMAN","B-cell antigen receptor complex-associated protein beta chain"
"191","ANA1110","Bcl-6","Bcl-6","12053","MGI:107187","Bcl6","http://purl.obolibrary.org/obo/PR_P41183","B cell leukemia/lymphoma 6","PR:P41183","B-cell lymphoma 6 protein homolog (mouse)","mBCL6","mBCL6",10090,"BCL6_MOUSE","B-cell lymphoma 6 protein homolog"
"192","ANA1111","CD200","MOX1;MOX2","4345","HGNC:7203","CD200","http://purl.obolibrary.org/obo/PR_P41217","CD200 molecule","PR:P41217","OX-2 membrane glycoprotein (human)","hCD200","hCD200",9606,"OX2G_HUMAN","OX-2 membrane glycoprotein"
"193","ANA1112","Cd63","-","12512","MGI:99529","Cd63","http://purl.obolibrary.org/obo/PR_P41731","CD63 antigen","PR:P41731","CD63 antigen (mouse)","CD63 (mouse);mCD63","mCD63",10090,"CD63_MOUSE","CD63 antigen"
"194","ANA1113","TSPAN7","A15;DXS1692E;MXS1;TM4SF2","7102","HGNC:11854","CD231","http://purl.obolibrary.org/obo/PR_P41732","tetraspanin 7","PR:P41732","tetraspanin-7 (human)","CD231 (human);T-cell acute lymphoblastic leukemia-associated antigen 1 (human);TALLA-1 (human);cell surface glycoprotein A15 (human);hTSPAN7;membrane component chromosome X surface marker 1 (human);transmembrane 4 superfamily member 2 (human);tspan-7 (human)","hTSPAN7",9606,"TSN7_HUMAN","Tetraspanin-7"
"195","ANA1114","Cd86","-","12524","MGI:101773","Cd86","http://purl.obolibrary.org/obo/PR_P42082","CD86 antigen","PR:P42082","T-lymphocyte activation antigen CD86 (mouse)","CD86 (mouse);ETC-1 (mouse);activation B7-2 antigen (mouse);early T-cell costimulatory molecule 1 (mouse);mCD86","mCD86",10090,"CD86_MOUSE","T-lymphocyte activation antigen CD86"
"196","ANA1115","MCAM","MUC18","4162","HGNC:6934","CD146","http://purl.obolibrary.org/obo/PR_P43121","melanoma cell adhesion molecule","PR:P43121","cell surface glycoprotein MUC18 (human)","CD146 (human);S-endo 1 endothelial-associated antigen (human);cell surface glycoprotein P1H12 (human);hMCAM;melanoma cell adhesion molecule (human);melanoma-associated antigen A32 (human);melanoma-associated antigen MUC18 (human)","hMCAM",9606,"MUC18_HUMAN","Cell surface glycoprotein MUC18"
"197","ANA1116","KIR3DL2","CD158K;NKAT4","3812","HGNC:6339","CD158k","http://purl.obolibrary.org/obo/PR_P43630","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2","PR:P43630","killer cell immunoglobulin-like receptor 3DL2 (human)","CD158 antigen-like family member K (human);NKAT-4 (human);hKIR3DL2;natural killer-associated transcript 4 (human);p70 NK receptor CL-5 (human);p70 natural killer cell receptor clone CL-5 (human)","hKIR3DL2",9606,"KI3L2_HUMAN","Killer cell immunoglobulin-like receptor 3DL2"
"198","ANA195","MIF","GIF;GLIF;MMIF;","4282","HGNC:7097","MIF","http://www.ncbi.nlm.nih.gov/gene/4282","macrophage migration inhibitory factor (glycosylation-inhibiting factor)","PR:P14174","macrophage migration inhibitory factor (human)","L-dopachrome isomerase (human);glycosylation-inhibiting factor (human);hMIF;phenylpyruvate tautomerase (human)","hMIF",9606,"MIF_HUMAN","Macrophage migration inhibitory factor"
"199","ANA196","MPL","RP1-92O14.1;C-MPL;CD110V;THCYT2;TPOR;MPL;","4352","HGNC:7217","MPL","http://www.ncbi.nlm.nih.gov/gene/4352","myeloproliferative leukemia virus oncogene","PR:P40238","thrombopoietin receptor (human)","CD110 (human);TPO-R (human);hMPL;myeloproliferative leukemia protein (human);proto-oncogene c-Mpl (human)","hMPL",9606,"TPOR_HUMAN","Thrombopoietin receptor"
"200","ANA197","MST1","MSP;HGFL;NF15S2;D3F15S2;DNF15S2;","4485","HGNC:7380","MST1","http://www.ncbi.nlm.nih.gov/gene/4485","macrophage stimulating 1","PR:P26927","hepatocyte growth factor-like protein (human)","MSP (human);hMST1;macrophage stimulatory protein (human);macrophage-stimulating protein (human)","hMST1",9606,"HGFL_HUMAN","Hepatocyte growth factor-like protein"
"201","ANA198","MST1R","CD136;CDw136;PTK8;RON;","4486","HGNC:7381","MST1R","http://www.ncbi.nlm.nih.gov/gene/4486","macrophage stimulating 1 receptor (c-met-related tyrosine kinase)","PR:Q04912","macrophage-stimulating protein receptor (human)","CD136 (human);CDw136 (human);MSP receptor (human);hMST1R;p185-Ron (human);protein-tyrosine kinase 8 (human)","hMST1R",9606,"RON_HUMAN","Macrophage-stimulating protein receptor beta chain"
"202","ANA199","OSM","-","5008","HGNC:8506","OSM","http://www.ncbi.nlm.nih.gov/gene/5008","oncostatin M","PR:P13725","oncostatin-M (human)","hOSM","hOSM",9606,"ONCM_HUMAN","Oncostatin-M"
"203","ANA2","CCL1","P500;SISe;TCA3;I-309;SCYA1;","6346","HGNC:10609","CCL1","http://www.ncbi.nlm.nih.gov/gene/6346","chemokine (C-C motif) ligand 1","PR:P22362","C-C motif chemokine 1 (human)","T lymphocyte-secreted protein I-309 (human);hCCL1;small-inducible cytokine A1 (human)","hCCL1",9606,"CCL1_HUMAN","C-C motif chemokine 1"
"204","ANA20","CCL3","MIP1A;SCYA3;G0S19-1;LD78ALPHA;MIP-1-alpha;","6348","HGNC:10627","MIP1A","http://www.ncbi.nlm.nih.gov/gene/6348","chemokine (C-C motif) ligand 3","PR:P10147","C-C motif chemokine 3 (human)","G0/G1 switch regulatory protein 19-1 (human);MIP-1-alpha (human);PAT 464.1 (human);SIS-beta (human);hCCL3;macrophage inflammatory protein 1-alpha (human);small-inducible cytokine A3 (human);tonsillar lymphocyte LD78 alpha protein (human)","hCCL3",9606,"CCL3_HUMAN","MIP-1-alpha(4-69)"
"205","ANA200","OSMR","OSMRB;PLCA1;","9180","HGNC:8507","OSMR","http://www.ncbi.nlm.nih.gov/gene/9180","oncostatin M receptor","PR:Q99650","oncostatin-M-specific receptor subunit beta (human)","IL-31 receptor subunit beta (human);IL-31R subunit beta (human);IL-31R-beta (human);IL-31RB (human);hOSMR;interleukin-31 receptor subunit beta (human)","hOSMR",9606,"OSMR_HUMAN","Oncostatin-M-specific receptor subunit beta"
"206","ANA201","PDGFA","PDGF1;PDGF-A;","5154","HGNC:8799","PDGFA","http://www.ncbi.nlm.nih.gov/gene/5154","platelet-derived growth factor alpha polypeptide","PR:P04085","platelet-derived growth factor subunit A (human)","PDGF subunit A (human);PDGF-1 (human);hPDGFA;platelet-derived growth factor A chain (human);platelet-derived growth factor alpha polypeptide (human)","hPDGFA",9606,"PDGFA_HUMAN","Platelet-derived growth factor subunit A"
"207","ANA1117","KIR2DS2","CD158J;NKAT5","100132285","HGNC:6334","CD158J","http://purl.obolibrary.org/obo/PR_P43631","killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2","PR:P43631","killer cell immunoglobulin-like receptor 2DS2 (human)","CD158 antigen-like family member J (human);NK receptor 183 ActI (human);NKAT-5 (human);hKIR2DS2;natural killer-associated transcript 5 (human);p58 NK receptor CL-49 (human);p58 natural killer cell receptor clone CL-49 (human)","hKIR2DS2",9606,"KI2S2_HUMAN","Killer cell immunoglobulin-like receptor 2DS2"
"208","ANA1118","KIR2DS4","CD158I;KKA3;NKAT8","3809","HGNC:6336","CD158i","http://purl.obolibrary.org/obo/PR_P43632","killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4","PR:P43632","killer cell immunoglobulin-like receptor 2DS4 (human)","CD158 antigen-like family member I (human);NKAT-8 (human);P58 natural killer cell receptor clones CL-39/CL-17 (human);hKIR2DS4;natural killer-associated transcript 8 (human);p58 NK receptor CL-39/CL-17 (human)","hKIR2DS4",9606,"KI2S4_HUMAN","Killer cell immunoglobulin-like receptor 2DS4"
"209","ANA1119","CD151","TSPAN24","977","HGNC:1630","CD151","http://purl.obolibrary.org/obo/PR_P48509","CD151 molecule (Raph blood group)","PR:P48509","CD151 antigen (human)","GP27 (human);PETA-3 (human);hCD151;membrane glycoprotein SFA-1 (human);platelet-endothelial tetraspan antigen 3 (human);tetraspanin-24 (human);tspan-24 (human)","hCD151",9606,"CD151_HUMAN","CD151 antigen"
"210","ANA1120","ADGRE5","-","976","HGNC:1711","CD97","http://purl.obolibrary.org/obo/PR_P48960","adhesion G protein-coupled receptor E5","PR:P48960","CD97 antigen (human)","hADGRE5;leukocyte antigen CD97 (human)","hADGRE5",9606,"CD97_HUMAN","CD97 antigen"
"211","ANA1121","Cd7","-","12516","MGI:88344","Cd7","http://purl.obolibrary.org/obo/PR_P50283","CD7 antigen","PR:P50283","T-cell antigen CD7 (mouse)","CD7 (mouse);mCD7","mCD7",10090,"CD7_MOUSE","T-cell antigen CD7"
"212","ANA1122","BCAM","LU;MSK19","4059","HGNC:6722","CD239","http://purl.obolibrary.org/obo/PR_P50895","basal cell adhesion molecule (Lutheran blood group)","PR:P50895","basal cell adhesion molecule (human)","B-CAM cell surface glycoprotein (human);CD239 (human);F8/G253 antigen (human);auberger B antigen (human);hBCAM;lutheran antigen (human);lutheran blood group glycoprotein (human)","hBCAM",9606,"BCAM_HUMAN","Basal cell adhesion molecule"
"213","ANA1123","ART1","-","417","HGNC:723","CD296","http://purl.obolibrary.org/obo/PR_P52961","ADP-ribosyltransferase 1","PR:P52961","GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1 (human)","ADP-ribosyltransferase C2 and C3 toxin-like 1 (human);ARTC1 (human);CD296 (human);hART1;mono(ADP-ribosyl)transferase 1 (human)","hART1",9606,"NAR1_HUMAN","GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1"
"214","ANA1124","ATP1B3","-","483","HGNC:806","CD298","http://purl.obolibrary.org/obo/PR_P54709","ATPase Na+/K+ transporting subunit beta 3","PR:P54709","sodium/potassium-transporting ATPase subunit beta-3 (human)","ATPB-3 (human);CD298 (human);hATP1B3;sodium/potassium-dependent ATPase subunit beta-3 (human)","hATP1B3",9606,"AT1B3_HUMAN","Sodium/potassium-transporting ATPase subunit beta-3"
"215","ANA202","PDGFB","SIS;SSV;IBGC5;PDGF2;c-sis;PDGF-2;","5155","HGNC:8800","PDGFB","http://www.ncbi.nlm.nih.gov/gene/5155","platelet-derived growth factor beta polypeptide","PR:P01127","platelet-derived growth factor subunit B (human)","PDGF subunit B (human);PDGF-2 (human);becaplermin (human);hPDGFB;platelet-derived growth factor B chain (human);platelet-derived growth factor beta polypeptide (human);proto-oncogene c-Sis (human)","hPDGFB",9606,"PDGFB_HUMAN","Platelet-derived growth factor subunit B"
"216","ANA203","PDGFRA","CD140A;PDGFR-2;PDGFR2;RHEPDGFRA;","5156","HGNC:8803","PDGFRA","http://www.ncbi.nlm.nih.gov/gene/5156","platelet-derived growth factor receptor, alpha polypeptide","PR:P16234","platelet-derived growth factor receptor alpha (human)","CD140 antigen-like family member A (human);CD140a (human);CD140a antigen (human);PDGF-R-alpha (human);PDGFR-2 (human);PDGFR-alpha (human);alpha platelet-derived growth factor receptor (human);alpha-type platelet-derived growth factor receptor (human);hPDGFRA;platelet-derived growth factor alpha receptor (human);platelet-derived growth factor receptor 2 (human)","hPDGFRA",9606,"PGFRA_HUMAN","Platelet-derived growth factor receptor alpha"
"217","ANA204","PDGFRB","CD140B;IBGC4;IMF1;JTK12;PDGFR;PDGFR-1;PDGFR1;","5159","HGNC:8804","PDGFRB","http://www.ncbi.nlm.nih.gov/gene/5159","platelet-derived growth factor receptor, beta polypeptide","PR:P09619","platelet-derived growth factor receptor beta (human)","CD140 antigen-like family member B (human);CD140b (human);PDGF-R-beta (human);PDGFR-1 (human);PDGFR-beta (human);beta platelet-derived growth factor receptor (human);beta-type platelet-derived growth factor receptor (human);hPDGFRB;platelet-derived growth factor receptor 1 (human)","hPDGFRB",9606,"PGFRB_HUMAN","Platelet-derived growth factor receptor beta"
"218","ANA205","PF4","PF-4;CXCL4;SCYB4;","5196","HGNC:8861","PF4","http://www.ncbi.nlm.nih.gov/gene/5196","platelet factor 4","PR:P02776","platelet factor 4 (human)","C-X-C motif chemokine 4 (human);PF-4 (human);hPF4;iroplact (human);oncostatin-A (human)","hPF4",9606,"PLF4_HUMAN","Platelet factor 4, short form"
"219","ANA206","PF4V1","PF4A;CXCL4L1;CXCL4V1;PF4-ALT;SCYB4V1;","5197","HGNC:8862","PF4V1","http://www.ncbi.nlm.nih.gov/gene/5197","platelet factor 4 variant 1","PR:P10720","platelet factor 4 variant (human)","C-X-C motif chemokine 4 variant (human);CXCL4L1 (human);PF4alt (human);PF4var1 (human);hPF4V1","hPF4V1",9606,"PF4V_HUMAN","Platelet factor 4 variant(6-74)"
"220","ANA207","PPBP","PBP;TC1;TC2;TGB;LDGF;MDGF;TGB1;B-TG1;CTAP3;CXCL7;NAP-2;SCYB7;THBGB;LA-PF4;THBGB1;Beta-TG;CTAPIII;CTAP-III;","5473","HGNC:9240","PPBP","http://www.ncbi.nlm.nih.gov/gene/5473","pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)","PR:P02775","platelet basic protein (human)","C-X-C motif chemokine 7 (human);LDGF (human);MDGF (human);hPPBP;leukocyte-derived growth factor (human);macrophage-derived growth factor (human);small-inducible cytokine B7 (human)","hPPBP",9606,"CXCL7_HUMAN","Neutrophil-activating peptide 2(1-63)"
"221","ANA1125","Cd38","-","12494","MGI:107474","Cd38","http://purl.obolibrary.org/obo/PR_P56528","CD38 antigen","PR:P56528","ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 (mouse)","2'-phospho-ADP-ribosyl cyclase (mouse);2'-phospho-ADP-ribosyl cyclase/2'-phospho-cyclic-ADP-ribose transferase (mouse);2'-phospho-cyclic-ADP-ribose transferase (mouse);ADP-ribosyl cyclase 1 (mouse);ADPRC 1 (mouse);CD38 (mouse);I-19 (mouse);NIM-R5 antigen (mouse);cADPr hydrolase 1 (mouse);cyclic ADP-ribose hydrolase 1 (mouse);mCD38","mCD38",10090,"CD38_MOUSE","ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1"
"222","ANA1126","JAM2","C21orf43;VEJAM","58494","HGNC:14686","CD322","http://purl.obolibrary.org/obo/PR_P57087","junctional adhesion molecule 2","PR:P57087","junctional adhesion molecule B (human)","CD322 (human);JAM-B (human);VE-JAM (human);hJAM2;junctional adhesion molecule 2 (human);vascular endothelial junction-associated molecule (human)","hJAM2",9606,"JAM2_HUMAN","Junctional adhesion molecule B"
"223","ANA1127","Cd59b","-","333883","MGI:1888996","Cd59b","http://purl.obolibrary.org/obo/PR_P58019","CD59b antigen","PR:P58019","CD59B glycoprotein (mouse)","mCd59b","mCd59b",10090,"CD59B_MOUSE","CD59B glycoprotein"
"224","ANA1128","LILRA4","ILT7","23547","HGNC:15503","CD85g","http://purl.obolibrary.org/obo/PR_P59901","leukocyte immunoglobulin like receptor A4","PR:P59901","leukocyte immunoglobulin-like receptor subfamily A member 4 (human)","CD85 antigen-like family member G (human);CD85g (human);ILT-7 (human);hLILRA4;immunoglobulin-like transcript 7 (human)","hLILRA4",9606,"LIRA4_HUMAN","Leukocyte immunoglobulin-like receptor subfamily A member 4"
"225","ANA1129","CD81","TAPA1;TSPAN28","975","HGNC:1701","CD81","http://purl.obolibrary.org/obo/PR_P60033","CD81 molecule","PR:P60033","CD81 antigen (human)","26 kDa cell surface protein TAPA-1 (human);hCD81;target of the antiproliferative antibody 1 (human);tetraspanin-28 (human);tspan-28 (human)","hCD81",9606,"CD81_HUMAN","CD81 antigen"
"226","ANA1130","SIRPA","BIT;MFR;MYD1;PTPNS1;SHPS1;SIRP","140885","HGNC:9662","CD172a","http://purl.obolibrary.org/obo/PR_P78324","signal regulatory protein alpha","PR:P78324","tyrosine-protein phosphatase non-receptor type substrate 1 (human)","CD172 antigen-like family member A (human);CD172a (human);MyD-1 antigen (human);SHP substrate 1 (human);SHPS-1 (human);Sirp-alpha-1 (human);Sirp-alpha-2 (human);Sirp-alpha-3 (human);brain Ig-like molecule with tyrosine-based activation motifs (human);hSIRPA;inhibitory receptor SHPS-1 (human);macrophage fusion receptor (human);signal-regulatory protein alpha-1 (human);signal-regulatory protein alpha-2 (human);signal-regulatory protein alpha-3 (human)","hSIRPA",9606,"SHPS1_HUMAN","Tyrosine-protein phosphatase non-receptor type substrate 1"
"227","ANA1131","ADAM8","MS2","101","HGNC:215","CD156A","http://purl.obolibrary.org/obo/PR_P78325","ADAM metallopeptidase domain 8","PR:P78325","disintegrin and metalloproteinase domain-containing protein 8 (human)","ADAM 8 (human);CD156a (human);cell surface antigen MS2 (human);hADAM8","hADAM8",9606,"ADAM8_HUMAN","Disintegrin and metalloproteinase domain-containing protein 8"
"228","ANA1132","JAG1","JAGL1","182","HGNC:6188","CD339","http://purl.obolibrary.org/obo/PR_P78504","jagged canonical Notch ligand 1","PR:P78504","protein jagged-1 (human)","CD339 (human);Jagged1 (human);hJ1;hJAG1","hJAG1",9606,"JAG1_HUMAN","Protein jagged-1"
"229","ANA1133","ADAM17","CSVP;TACE","6868","HGNC:195","CD156B","http://purl.obolibrary.org/obo/PR_P78536","ADAM metallopeptidase domain 17","PR:P78536","disintegrin and metalloproteinase domain-containing protein 17 (human)","ADAM 17 (human);CD156b (human);TNF-alpha convertase (human);TNF-alpha-converting enzyme (human);hADAM17;snake venom-like protease (human)","hADAM17",9606,"ADA17_HUMAN","Disintegrin and metalloproteinase domain-containing protein 17"
